user_did,ap_did,ap_method,dp_did,dp_method,reputation_score
did:etho:44154add613660111abee4794022b49dc477ce43,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:1b338b23ce23143ce6c962f3d4192267b30a4d7b,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:6e7dbB10343c03DA3f07DC6B6a4747C7748Fd47A,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:8df166b842acaf58896d26a8d308f6996329d76e,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:832aC4cac424fcDE3cEE9497277892d99b4cc49B,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,70
did:etho:f1c7d4bd3efbf28bf3eb5d2aef281ea638ea805e,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:478bb3aba87aaaacac4dbf231bcf22d616556905,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:FC4DAcFF4a9c2A225159E86c9e81D199C86857b8,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:fd43ef30581dd32f6605476fd79dc4c0718a3c55,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:a8a1cf21fa50e16cc0602ea449f92a2d47a5e29a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:303cd760680d2a6b474665e8cf7e99f32d6337dc,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:328a45d0ef3f939ba580270e1b4138764ce28d62,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:011f4fab145210f8bde8ec77cb360cea0949e262,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:b2dd2665caf61c0b66534593a0a86b6cbc3219e5,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:810210637a2a410b41e84eb1f98c2bbd55ae3fb3,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:0f3ca5b3a7f0f368a24d62e0f20ecdd4affff264,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:0ba0ebe1b818cbc970241d374e9770c7e4d69969,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,120
did:etho:52005ac0acf1304e5c30c283e16df3622c4dc73f,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:702fd7fb0d2d218b978acae7c0b644d831eb9969,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:ab888291f4127352b655fd476f64ac2ebfb8fe76,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:6478b172e8de97cf986e95ffe09f87c24a8482e0,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:9cf4E508eB26eea2324c0F06b39916b622206e1F,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:93074926da1378296243fc766208b841c61cde66,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:bec382149d10da160d9e97f27ab51d81c52d00da,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:b90b32fb1053b11886050c3314ddb3ce1603e871,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:7a1e189d695cd481a398c38c7962fb807da63259,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:81248d44790ca68d001e89db571a0df2beef9e64,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:21fea3f51a91b9c58bcb0897aa00621627e80096,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:ecf84e05886932aab3c2a7b4710d88b8890ab62b,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:b4e8bc1061f3d57ae980ff48196ac5ea58bce141,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:00f5e6e6f67561c064052e037cf052390277a064,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,120
did:etho:76be491293ecd94651d90b02d2ffa66c96be273e,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,140
did:etho:f0ce556f0ec267bf4dac78ea5567d6d0305e361b,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:e758683ca38eb92191b1d5218c91c23d736d30b9,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:8e839afc6cec4a27eb864af05f69080c60943e4a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:fa76ecbef0ecd759372f0156e6d50e4f3000789a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:479f97b39984466602d4a35546642d932d7f86fe,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:8ff56fc87b66ab9104db2548c03d20e521a60a4f,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:55644d7230944b8290555e720094ef7ed15f484c,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:aa312eb19552f924dfc47bfefe47f35a902fc595,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:b670b947f13943edb61532efd11ec02c6d45460e,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:64164455646b931bab3a4936f2acc29f73fa61b9,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:d31a84c20bc430ad75e6a1903e7ddbee52211072,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:c3fa32d3c7ae8e899522fc31d2c9852c5c4f8fc4,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:9b7437FD97B1EaE0457c3e77b6d3DC03717056C4,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:29187fc68253f266d4f334a7347f09a260bfeadc,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:e01e2c1d7cc001d6b8801a0d6b5ebc778e19fda9,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:05cf03eeeaa89b5f4f43faea05264322b471ec21,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:0C8564Ebd4fb138e156c920cEE924935C215759E,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:15debba43720e28cd69ff1faad45775ee6d21e45,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:eba6120492c505b6211caff86c7757d1df58e8a7,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:adee52bef70d9e1999f15c0ecdcf5913711eebb1,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:dDA875aB21eEFFEaE8DAfC5Ae3bFd21d9acE6d21,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:18bf7f60aa919a48921c72126dcfb9ff7d6818ab,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,70
did:etho:3566ab5289cf2054cd1cd6fd064d7771a09d163b,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:909f9ef8a242e2df9c65c2535f3521e9bd5212eb,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,250
did:etho:6727a88876b8dd72ce41fc982c19683037578938,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:c8aa4dd5a622d6c7987c82a0e309e9466df3a29a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:23bbd657863fbc80c32925cc6f83e09ecfbe1573,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:06b3111dbe917f33508a987945509f8c430a86a4,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:ed3bf08d06f069b62c72dfe6acb5dc9f311e0695,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,150
did:etho:00ea6717cc4f996c1a577547bedcf46255c7bb4a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:7c46918c107195dad35db3180510f58b55db6761,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:76bdd6ba8ca0d2e4e13971692ff13e699bfc9362,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:9267821374562fda4ac8d29ffc3a0d465abe005a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:708e56fbcd14a9ae0519e101877597c0cf9bfdef,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:a368c967c5ef51cca5769bcc20a86faca042b1f6,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:05fe5507da021d3df44d7d28519e69c77c5cf879,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:d0793c144c7e09c3d7e0da7a8384c31d0577f838,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:657b1d2f2af003e2681612a1fee94329e54ad0d5,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:c535e19eeed3f4a7f56819e77fb9d31e1a41a0bc,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:1d63a9a10a6835d7024c00ff68327ce3ca1ab59f,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,120
did:etho:c32a8bb72c2b6b215b6f12a9d2a3d00d26c12452,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:78f530a79840243634826A89436287324dd6Cb6c,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:ecae70c40f744b060b7c49575d9688ff335f438e,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:5777e61082867461be9383b76809cbecbe870344,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:ad2a9112ec74b0a97b8d9048dd8078c6d1122ac8,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,150
did:etho:16709b0242a510d9E035A123c657134cc1c15890,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:d6d13db04e0cba6714d5691556c5988d8124badd,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:78bdccf9a4ce7b27285be3c0762bc4a535fdc3d5,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,150
did:etho:aa2580627cbf76c57777f47f07ef679602c6e70b,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:4b3cb9589431c651600f6e226c3af16fdf6b92c5,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:ddb1574f650bd576b65ca930f442fa7960022974,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:6c56a406770685e93d660427b3dbc471872651f8,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:d984378eb2350b9dea3abacf6f3e924573e6ff9d,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:8b9975e97653ce40db4e542bdaeb03b2a9bb6898,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:4bd7022723f3d4d7db2b7db49b839125da1ef639,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,120
did:etho:9a318cd2bc533b5b2e96f7f5b499738732492b15,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:413a9c69df59288ef9a7ebe78a2033dd2f3e1af3,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:d2a61844D1c5da77EA798868501E7B362b849a79,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,70
did:etho:8e2c205ef5335d3f8b05ba81ebf9b1148d89dab6,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:2b0aaaa18a9fc81f7e74d4a7e58a2587d57486bd,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:b2c696d7bebc1c262232cf339312655441d0252a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:b0dc3b1f04529984dc65a0a541797b184feb50b9,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,140
did:etho:9e0bba8e7e9194476f1b3d329ae7f988f580da3a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:e1039ef320277769fdc5ddb1fa06644c72f9445b,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:7b0b35b416631f05f321fe74990817dca81cabde,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,270
did:etho:e6ce4c735756525d4083238e394ac32dbe112add,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,150
did:etho:f5a6545d7a25a9fb67e8504f66ac6584d692b907,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:bf90c99255fe3e4dc4494d5a7a8196d46af785d1,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:4c031d97f2031fed8028f7db9a5efa6873bf2d46,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:1425b6086bf32ee97edb36b5172612f54190fd26,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,120
did:etho:0d6a42558f44279dcfa8f81d22f28794ee423244,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:3f033f5822d79f1da8c3450e3f461451def8c465,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:db09878500a3ef900b29235893f3cbd504f97cf7,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,150
did:etho:98f05e821d4f30d915a5c034dc6b0e6c145e8d46,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:64c2a74adecc01560592530c120560de74b9567a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:035e2e997c89d0892549ba8cb84522d1f2f96d21,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:072b553efc22ae7dc9a1e4370dabd65b96c6f08e,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:9f1a11fa3b855c2ee843095fdb48f37b50d1d5b9,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,70
did:etho:4351b28c70fd7ca621e0fa9a977ec58ee89d2e81,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,100
did:etho:3e8786f812417bf9cab873f3a264513478c97b9a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:9943d85728f6263ae1914d886422a2a4c936415a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:0ea476e01cda5059c0e3d15420530c36b766f615,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:ccb4bd96cb09a485ea404391d4676c7b923640e9,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:4fd787803db60816f16b121cc7c5637263f1736f,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:4c00d380942581b8e95a7e7a1dcb2795cb134d84,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,250
did:etho:3c2a710ce57f4985744e38e68de9620f837d2c98,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,50
did:etho:93fa26253abbfb21a7f2749a81bb25a7e5f95ba1,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,300
did:etho:d643a05ba9b35e7e17561707132631df421d6593,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:0c573fc3729a7b754ea1ed7c25db55e83d860335,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,120
did:etho:b31bcb5319c03b56e7c2673584a3a6e9d4120c12,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,70
did:etho:a8a3e5f5b4941294531cf5510920b5300372ec03,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:e06adcb7bc1208872b9f85ac9bdd4738777dd186,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,170
did:etho:9e5676511976f90902946CF000d903d42147E4A5,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:6d1141fbb0a3259a17c5b6b1040113842158634a,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,0
did:etho:7c19bd71de353ab1d87e30b127600bcc6a56d8b6,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
did:etho:f3e0788b2bbd45a9693d803e5a0198549471534d,did:ont:TalentDAO,calcTalentDAOActivity,did:ont:AS4qrHjNe2XPTtqyX7H6hEqwQawqRdzsBE,queryTalentDAOActivity,200
